ID	Markup	Left column	Main column	Pounds	Shillings	Pence
1846	tr	63	p[ai]d Capt[ain] Thomas Hamond for his troop uppon acc[oun]tt	100	0	0
1847	tr	41	p[ai]d C[aptain] John Hammond toward[es] the Remainder of his troope uppon accompt	50	0	0
1848	tr	120	p[ai]d S[i]r John norwich for a mo[nths] pay for his troop uppon acc[oun]tt	349	6	-
1849	tr	26	p[ai]d Capt[ain] Georg Austin toward[es] paym[en]t of his troope uppon acc[oun]tt	100	0	0
1850	tr	44	p[ai]d Capt[ain] Ireton the like	100	-	-
1851	tr	16	p[ai]d Capt[ain] Arthur Evelin [th]e like	100	-	
1852	tr	120	p[ai]d C[aptain] marmaduke Cooper for 1/2 a mo[nths] pay for his troop	174	13	-
1853	tr	44	p[ai]d C[aptain] Richard Greenvill the like	174	13	-
1854	tr	92	p[ai]d S[i]r Samuell luke [th]e like	174	13	-
1855	tr	27	p[ai]d C[aptain] John Hale for 1/2 a mo[nths] pay	174	13	-
1856	tr	15	p[ai]d Coll[onel] Arthur Goodwine the like for his troop	174	13	-
1857	tr		more for a mo[nths] pay for himself as collonel uppon acc[oun]tt	42	-	-
1858	tr	36	p[ai]d C[aptain] Robert Pye toward[es] paym[en]t of his troope uppon acc[oun]tt	104	13	-
1859	tr	10	p[ai]d Capt[ain] Fra[ncis] Fines for a whole mo[nths] pay for himself officers & 27 troop[er]s from [th]e 27 [Decem]bre when they wear mustered	225	8	-
1860	tr	11	p[ai]d sergeant major Gunter for 1/2 a mo[nths] pay for his troop uppon acc[oun]tt	174	13	-
1861	tr	103	p[ai]d Capt[ain] John Fines toward[es] payment of his troop uppon acc[oun]tt	100	-	
1862	tr	15	p[ai]d C[aptain] Nathaneel Fines the like	100	-	-
1863	tr	157	p[ai]d Ca[ptain] Richard Crosse the like	100	-	
1864	tr	118	p[ai]d leifft[enant] Sanderson for major Berries troop the like	100	-	-
1865	close table			305884	7	0
1866	pb		49r			
1867	table (single row)		Sommeth the paym[entes] on the other side	305884	7	-
1868	head		man;y			
1869	open table	25	p[ai]d C[aptain] Hercules Langrish toward[es] payment of his troop uppon acc[oun]tt	100	0	0
1870	tr	148	p[ai]d Capt[ain] Alban Cox the like	100	0	0
1871	tr	83	p[ai]d Capt[ain] Symon Rudgly the like	100	-	-
1872	tr	101	p[ai]d Thomas Lydcott for his troop uppon acc[oun]tt	60	0	0
1873	tr	25	p[ai]d Capt[ain] Adrian Scroop the like	60	0	0
1874	tr	154	p[ai]d Coll[onel] Bulstred toward[es] payment of his Regiment uppon acc[oun]tt	300	0	0
1875	tr	12	p[ai]d Coll[onel] Richard Brown the like for his Regi[men]t	500	0	0
1876	tr	142	p[ai]d Collonel Barkley the like for his Regiment	400	0	0
1877	tr	127	p[ai]d S[i]r Edward Peyto toward[es] payment of the traine of Artigliry	400	0	0
1878	tr	30	p[ai]d Collonel Ballard for his severall pays for a mo[nth] beg[inning] 24 [Decem]bre	119	-	-
1879	tr	140	p[ai]d Collonel Georg Langham uppon acc[oun]tt of his reg[imen]t	600	0	0
1880	tr	46	p[ai]d S[i]r william Constable [th]e like for his Regi[men]t	400	0	0
1881	tr	125	p[ai]d Collonel John midleton for 1/2 a mo[nths] pay for his owne troop of 67 harg[ebusiers]	186	16	0
1882	tr	37	p[ai]d S[i]r Phillip stapleton for 1/2 a mo[nths] pay for [th]e gentlemen of my lord[es] troop	560	0	0
1883	tr	75	p[ai]d S[i]r John meldrom toward[es] paym[en]t of the officers and soldiers of his reg[imen]t	300	0	0
1884	tr	132	p[ai]d Comissarie Fastaffe toward[es] payment of draft horses uppon acc[oun]tt	300	0	0
1885	tr	48	p[ai]d the lord willoughby of Parrham for a mo[nths] pay for himself as Collonel beg[inning] 3 december 42l more for a mo[nths] paye for his troop of 80 harg[ebusiers] uppon acc[oun]tt	461	6	-
1886	tr	152	p[ai]d sergeant major John meldrom for pay of himself officers & 25 troopers for 18 days from the 9 [Decem]bre to [th]e 27	145	6	0
1887	tr	49	p[ai]d Capt[ain] Pudsey capt[ain] of my lord[es] guard of halberdiers for a whole mo[nths] pay for himself & 30 menn uppon acc[oun]tt	[...]	0	0
1888	close table			311167	15	0
1889	pb		49v			
1890	table (single row)		Sommeth the payment[es] on the other side	311167	15	-
1891	head		6 January 1642[/3]			
1892	open table	139	p[ai]d sergeant major Archibald wooddall for a mo[nths] pay of the officers of his compa[ny] in Coll[onel] Holborns Regi[men]t to begin [th]e 1 [Decem]bre & 14 days pay for 68 soldiers beg[inning] 27 [Decem]bre	73	14	8
1893	tr	20	p[ai]d Samuel Ventris provost marshall to S[i]r John Norwich reg[imen]t of dragoon[er]s for Irons	7	-	
1894	tr	137	p[ai]d Capt[ain] John mede for a mo[nths] pay for the officers and sold[ier]s of his compa[ny] in Coll[onel] Holborns reg[imen]t as by [th]e warr[an]t	95	13	4
1895	tr	178	p[ai]d m[aste]r w[illia]m Church major of windsor for soe much by him disbursed for firing & Candell[es] for severall court[es] of guard in windsor from [th]e 28 november to the 26 december	22	0	0
1896	tr	78	p[ai]d Nicholas Bond Comissary of [th]e victuall[es] for pay of himself & officers & provisions uppon acc[oun]tt	94	18	6
1897	tr	118	p[ai]d Capt[ain] Symon Mathews for 3 weeks pay for himself officers & 44 dragoon[er]s ending [th]e 18 [Decem]bre exclusive	118	13	0
1898	tr	80	p[ai]d Lawrence Lowe surgeon to his Exce[llency] for pay of himself mates & bidet[es] for a mo[nth]	34	16	-
1899	tr		p[ai]d Ralph nicholson surgeon of the army for a mo[nths] pay for himself & mates	12	12	-
1900	tr		p[ai]d Roger Dixon another surgeon of the Army the like for a mo[nths] pay	12	12	-
1901	tr	145	p[ai]d Capt[ain] Georg Blunt for 14 days paye for [?93?] sold[ier]s in my peeterborrows regiment from [th]e 2 Janu[ary]	46	4	-
1902	tr	149	p[ai]d Capt[ain] w[illia]m Cheese for 11 days entertainm[en]t of 38 pioneers of his compa[ny] beg[inning] 22 [Decem]bre	20	18	0
1903	tr	116	p[ai]d Capt[ain] Edward Frodsham capt[ain] of pion[eer]s in full paym[en]t of the remainder of his acc[oun]tt due to his compa[ny] to [th]e 29 [Decem]bre last	27	7	-
1904	tr	68	p[ai]d Robert Turner capt[ain] of a Foot compa[ny] in [th]e Gen[era]ll[es] reg[imen]t for pay of his officers & sold[ier]s as by [th]e warr[an]tt	37	5	4
1905	tr	150	p[ai]d C[aptain] Benjamin wigfall Capt[ain] of a Foot compa[ny] in Coll[onel] Holborns reg[imen]t for pay of his compa[ny] as by the warr[an]tt	52	10	-
1906	tr	154	p[ai]d C[aptain] Georg Dondass capt[ain] of 120 drag[oon]s in the g[e]n[er]all[es] reg[imen]t for payment of the said troop uppon accompt	100	-	-
1907	close table			311923	18	10
1908	pb		50r			
1909	table (single row)		Sommeth [th]e paym[entes] on the other side	311923	18	10
1910	head		6 Januarye [1642/3]			
1911	open table	142	p[ai]d John Castle late leifften[an]t to L[ieutenant] C[olone]ll Burlz late capt[ain] of a Foot compa[ny] in Coll[onel] Hollis reg[imen]t for his pay at 4s p[er] diem for 7 week[es] begining 19 [Novem]bre	9	16	0
1912	close table	148	p[ai]d Capt[ain] Richard Hodgson for 14 days pay of his compa[ny] of pioneers cont[aining] 73 ending [th]e 3 present	58	2	-
1913	head		9 [January 1642/3]			
1914	table (single row)	49	p[ai]d my lord g[e]n[era]ll for his exc[ellencies] pay & entertainm[en]t for a whole mo[nth] beg[inning] [th]e 26 november at xl p[er] diem	280	0	0
1915	head		10 [January 1642/3]			
1916	open table	75	p[ai]d S[i]r John meldrom to be given by way of reward to them that made the work[es] at Ockingham	20	0	0
1917	close table	138	p[ai]d Captaine Read toward[es] payment of his foot compa[ny] in Coll[onel] Holborns reg[imen]t uppon acc[oun]tt	40	-	-
1918	head		13 [January 1642/3]			
1919	open table	77	p[ai]d Captaine Bretterige capt[ain] of a foot compa[ny] in my lord G[e]n[era]ll[es] reg[imen]t for pay of 20 menn of his compa[ny] for 38 dayes from the 14 [Octo]bre	25	6	8
1920	tr	55	p[ai]d Captaine ward & Capt[ain] Leventhorp two capt[ains] of my lord g[e]n[era]ll[es] reg[imen]t uppon accompt toward[es] recrewing their compa[nies]	40	0	0
1921	tr	105	p[ai]d Sargeant major Bamfield toward[es] payment of the officers & soldiers of my lord[es] owne Regi[men]t	500	0	0
1922	close table	127	p[ai]d S[i]r Edward Peyto toward[es] charges of the Trenches about windsor	100	0	0
1923	head		14 [January 1642/3]			
1924	open table	137	p[ai]d Coll[onel] Holborne toward[es] pay of his Regiment uppon acc[oun]tt	500	0	0
1925	close table	69	p[ai]d Coll[onel] wardlaw Coll[onel] of a reg[imen]t of dragooners for his owne pay as Coll[onel] & & Capt[ain] for a whol month begining [th]e 10 [Decem]bre inclu[sive] at 50s p[er] diem	70	0	0
1926	head		No. 11			
1927	table (single row)	30	p[ai]d Coll[onel] Ballard for severall payment[es] belonginge to his Regi[men]t as by [th]e warr[anttes]	521	6	8
1928	head		21 Janu[ary 1642/3]			
1929	open table	12	p[ai]d Collonel Richard Browne toward[es] payment of his Regiment of dragoon[er]s	200	0	0
1930	tr	106	p[ai]d Serjant major Blare Captaine of a troop of horse toward[es] paym[en]t of his troop uppon accompt	200	0	0
1931	close table			314488	10	2
1932	pb		50v			
1933	table (single row)		Som[m]eth [th]e payment[es] on the other side	314488	10	2
1934	head		21 Janu[ary] 1642[/3]			
1935	open table	136	p[ai]d Sargeant major Skipton toward[es] payment of his Regiment uppon acc[oun]tt	400	-	
1936	tr	81	p[ai]d Capt[ain] Thomas Bushell toward[es] payment of my lord g[e]n[era]ll[es] compa[ny] of Foot	150	-	-
1937	close table	111	p[ai]d The lord Rochford for payment of divers of his officers as by the warr[an]t	281	18	6
1938	head		26 Janu[ary 1642/3]			
1939	open table	145	p[ai]d George Blunt captaine of a foot compa[ny] in my lord Peeterborroughs reg[imen]t for 14 dayes pay for 99 soldiers beg[inning] [th]e 16 Janu[ary]	46	4	0
1940	tr	154	p[ai]d Collonell Bulstrood toward[es] the pay & entertainm[en]t of the officers of his reg[imen]t	500	0	0
1941	tr	13	p[ai]d Coll[onel] John Hambden for remains & pay of his officers and soldiers to the 20 Janu[ary] excl[usive] as by [th]e warr[an]tt	1003	10	-
1942	tr	118	p[ai]d Symon mathews Capt[ain] of a compa[ny] of drago[ons] for on mo[nths] pay for the officers & 44 drago[ons] begining the 18 [Decem]bre	158	4	0
1943	tr	8	p[ai]d S[i]r w[illia]m waler for a whole mo[nths] pay for his troop uppon accompt	349	6	0
1944	tr	156	p[ai]d Major w[illia]m Balfour the like	349	6	-
1945	tr	33	p[ai]d S[i]r w[illia]m Balfour the like for his troope of cuirassiers	565	12	-
1946	tr	18	p[ai]d m[aste]r John Symond[es] Chaplaine to Coll[onel] Midletons Regi[men]t for his and his mans pay for 3 mo[nths] ending the 15 Janu[ary] inclu[sive]	36	18	0
1947	tr	126	p[ai]d John Copley for 150 dozen of musket arrowes & the apurtenances	50	0	0
1948	tr	51	p[ai]d Ca[ptain] walter long for a mo[nths] pay for his troop	349	6	-
1949	tr	27	p[ai]d C[aptain] John Hale the like	349	6	-
1950	tr	136	p[ai]d l[ieutenant] C[olone]ll Francis Fairfax captaine of a foot compa[ny] in my lord Peeterborroughs reg[imen]t for pay of 92 soldiers for 3 week[es] ending the 19 present	63	13	-
1951	tr	142	p[ai]d Coll[onel] Henry Barklye for entertainm[en]t of the officers of his reg[imen]t by way of advance	541	16	0
1952	tr	142	more p[ai]d him toward[es] the pay of the off[icer]s & soldiers of his reg[imen]t uppon accompt	300	0	0
1953	tr	65	p[ai]d S[i]r Edward Dodsworth Comiss[ary] g[e]n[era]ll for the musters of horse for a mo[nths] pay for himself ending the 13 Janu[ary] & a mo[nths] pay for his deputies endinge [th]e 15 ditto	35	0	0
1954	close table			320018	9	8
1955	pb		51r			
1956	table (single row)		Sommeth the paym[entes] on the other side	320018	9	8
1957	head		23 January 1642[/3]			
1958	open table	36	p[ai]d S[i]r Robert Pye for a whole mo[nths] pay for his troop	349	6	0
1959	tr	9	p[ai]d m[aste]r Jo[hn] Page Chaplaine to my lord Rochford[es] reg[imen]t for pay of him and his servant for 7 week[es] to [th]e 21 Janu[ary]	21	4	8
1960	tr	103	p[ai]d Capt[ain] John Fines for on whol mo[nths] pay for his troope deductinge 100l p[ai]d the 6 Janu[ary] uppon acc[oun]tt	249	6	0
1961	tr	15	p[ai]d Capt[ain] nathaneel Fines the like	249	6	0
1962	tr	152	p[ai]d major Jo[hn] Meldrom for pay of himself officers & 49 troopers for a mo[nth] begining the 29 [Decem]bre	282	16	-
1963	tr	156	p[ai]d the lord mordent for a whole mo[nths] pay for his troope	349	6	-
1964	tr	130	p[ai]d major Botteler Capt[ain] of a foot compa[ny] in my lord Peeterborroes reg[imen]t for 14 days pay for 100 soldiers beg[inning] 11 Janu[ary] incl[usive]	46	13	4
1965	tr	50	p[ai]d C[aptain] John Raymond for severall pay[ments] to his compa[ny] of foot brought from Ipswich as by the warr[an]t	32	10	8
1966	tr	60	p[ai]d Thomas Seager late cornet to Ambrose Tindall Capt[ain] of dragooners from pay due to him for on mo[nth] & x dayes from the 15 [Novem]bre to [th]e 23 [Decem]bre excl[usive] at 5s p[er] diem	9	10	0
1967	tr	155	p[ai]d Richard Fincher Capt[ain] of a compa[ny] of drago[ons] being 100 menn all unhorst uppon accompt	100	0	0
1968	tr	61	p[ai]d S[i]r Sigismond Alexander for a mo[nths] pay for his troop uppon accompt	349	6	-
1969	tr	136	p[ai]d major g[e]n[era]ll skippon for his pay as major g[e]n[era]ll of [th]e army for on mo[nth] beg[inning] 13 Ja[nuary] endinge [th]e 9 feb[ruary] at xls p[er] diem	56	0	0
1970	tr	136	more p[ai]d him toward[es] paym[en]t of the officers and soldiers of his Regi[men]t uppon accompt	1000	0	0
1971	tr	136	more for provision of 2 wagons & 1/2	100	0	0
1972	tr	136	more for 1/2 mo[nths] pay for his troop of 80 harg[ebusiers] the leifftenn[an]t being allowed Capt[ains] paye	224	7	0
1973	tr	33	p[ai]d Coll[onel] Cholmlye toward[es] pay of the officers and sold[ier]s of his regiment uppon acc[oun]tt	600	0	0
1974	tr	45	p[ai]d Capt[ain] Tyrrell toward[es] paym[en]t of his troop uppon acc[oun]tt	200	0	0
1975	tr	69	p[ai]d the lord Peeterborrough capt[ain] of a foot compa[ny] in his owne Regi[men]t for a mo[nths] pay of 100 soldiers beg[inning] 11 Janu[ary] incl[usive]	93	6	8
1976	tr	16	p[ai]d Capt[ain] Arthur Evelin for a mo[nths] pay for his troope w[i]th 100l rec[eive]d the 6 Janu[ary]	249	6	0
1977	close table			324580	14	0
1978	pb		51v			
1979	table (single row)		Sommeth [th]e paym[entes] on the other side	324580	14	0
1980	head		23 Janu[ary] 1642[/3]			
1981	open table	15	p[ai]d Coll[onel] Goodwine for 1/2 a mo[nths] pay for his troope	174	13	-
1982	tr	37	p[ai]d S[i]r Phillip stapleton for 1/2 a mo[nths] pay for [th]e gentlemen of my lord g[e]n[era]ll[es] troop uppon acc[oun]tt	560	0	0
1983	tr	37	more for a whole mo[nths] pay for the officers of the said troope uppon accompt	272	2	-
1984	tr	98	p[ai]d Capt[ain] mathew draper for my lord g[e]n[era]ll[es] owne troop of harg[ebusiers] for soe much remaining due uppon the last 1/2 mo[nths] pay ending the 8 Janu[ary] 62.1.0 & alsoe for another 1/2 mo[nths] pay for [th]e said troop beg[inning] 9 pres[en]t 162.1.0	224	2	-
1985	tr	157	p[ai]d Capt[ain] Robert Thomson C[aptain] of a foot compa[ny] in Coll[onel] Langhams Regi[men]t toward[es] pay of the officers and soldiers of his compa[ny] uppon acc[oun]tt	120	0	0
1986	tr	125	p[ai]d C[olone]ll midleton for a whole mo[nths] pay for his troop of 67 harg[ebusiers] uppon accompt	373	12	
1987	tr	92	p[ai]d S[i]r samuell luke for a whole mo[nths] pay for his troop uppon accompt	349	6	-
1988	tr	46	p[ai]d S[i]r w[illia]m Constable toward[es] paym[en]t of the officers & sold[ier]s of his the reg[imen]t uppon acc[oun]tt	500	0	0
1989	tr	44	p[ai]d Capt[ain] Ric[hard] Greenvill for 1/2 a mo[nths] pay for his troop uppon acc[oun]tt	174	13	-
1990	tr	56	p[ai]d Capt[ain] Edward Clarke toward[es] payment of his troop uppon acc[oun]tt	200	0	0
1991	close table	63	p[ai]d Capt[ain] Thomas Hamond toward[es] paym[en]t of his troop uppon accompt	200	-	-
1992	head		24 [January 1642/3]			
1993	open table	78	p[ai]d nic[hola]s Bond Comissarie of the victuall[es] uppon a warrent of the 20 present	256	10	-
1994	tr	122	p[ai]d m[aste]r John oxenbrige Chaplaine of S[i]r James Ramsies Regi[men]t for a mo[nths] pay for himself and his servant beg[inning] 1 [Decem]bre incl[usive]	12	6	8
1995	tr	178	p[ai]d to the maior of windsor for provision of fier and Candles for the guard[es]	23	6	3
1996	tr	122	p[ai]d S[i]r James Ramey for a whole mo[nths] pay for his troop	349	6	-
1997	tr	44	p[ai]d C[aptain] Henry Ireton the like	349	6	-
1998	tr	158	p[ai]d Capt[ain] Thomas Jackson toward[es] paym[en]t of the officers & sold[ier]s of his compa[ny] in Coll[onel] langhams Regi[men]t	120	0	0
1999	tr	17	p[ai]d James Swright surgeon to S[i]r w[illia]m Balfours Regi[men]t for 2 mo[nths] pay for himself 2 mates & 3 Bidet[es] to the 21 present	33	10	-
2000	close table			328873	8	11
2001	pb		52r			
2002	table (single row)		Som[e]th [th]e paym[entes] on the other side	328873	8	11
2003	head		24 Janu[ary] 1642[/3]			
2004	open table	19	p[ai]d major Burghill for a mo[nths] pay of his troop of horse uppon accompt	349	6	-
2005	tr	11	p[ai]d Major Gunter for 1/2 a mo[nths] pay for his troope uppon acc[oun]tt	174	13	0
2006	tr	18	p[ai]d Captaine James Sheffeild the like	174	13	0
2007	tr	140	p[ai]d Collonel Georg Langham toward[es] payment of the officers and soldiers of his Regi[men]t uppon accompt	900	0	0
2008	tr	137	p[ai]d Collonel James Holborne the like for his Regi[men]t	600	0	0
2009	tr	49	p[ai]d Capt[ain] Thomas Pudsey for a whole mo[nths] pay for himself & 30 men of my lord[es] guard	91	0	0
2010	tr	48	p[ai]d the lord willoughby for soe much by him lent to Coll[onel] Ballard for payment of a monthes advance unto Capt[ain] manly Capt[ain] Bower C[aptain] Cracroft & C[aptain] Fowke 4 leifft[enant]s & 3 ensigns being officers of the reg[imen]t of the said Coll[onel] Ballard	119	0	0
2011	tr	157	p[ai]d Capt[ain] Richard Cross for a whole mo[nths] pay for his troop uppon acc[oun]tt deducting 100l p[ai]d the 6 Janu[ary]	249	6	0
2012	tr	176	p[ai]d thease scot[es] officers reformados for a whole mo[nths] pay uppon accompt vizt			
2013	tr		John Hume leif[tenan]t of horse 25.4.0			
2014	tr		w[illia]m master quarterm[aste]r of horse 12.12.0			
2015	tr		Arthur sincler leiff[tenan]t on foot 5.12.0			
2016	tr		Ensigne w[illia]m Blare 4.4	47	12	0
2017	tr	176	p[ai]d Capt[ain] Kennywood, C[aptain] Rotherford Capt[ain] Abernaithy C[aptain] Rob[er]t Hunter & C[aptain] david Hunter Capt[ain] Reformados on foot for the severall pays for 1 mo[nth] uppon acc[oun]tt	105	0	0
2018	tr	176	p[ai]d Capt[ain] James Strahan [^captaine^] reformado 21.0.0			
2019	tr		Capt[ain] Archibald straham 21.0.0			
2020	tr		Capt[ain] Francis midleton 21.0.0			
2021	tr		all Capt[ain] reformados on foot for a whole mo[nth]	63	0	0
2022	tr	176	p[ai]d Capt[ain] James dowglas & C[aptain] Andrew Andrew Jackson Capt[ain] reformados of horse for a mo[nths] pay uppon acc[oun]tt	109	4	0
2023	tr	176	p[ai]d Capt[ain] w[illia]m Carr Capt[ain] reformado of horse for a mo[nths] pay for himself & his leiftennent Robert Monorgan uppon acc[oun]tt	79	16	0
2024	tr	7	p[ai]d Robert Hughes Ensigne [^In^] the Regi[men]t of my lord wharton toward[es] curing his wound[es] & for 2 mo[nths] & 3 week[es] pay to [th]e 19 Ja[nuary]	24	11	-
2025	tr	11	p[ai]d Capt[ain] Thomas Temple for a mo[nths] pay for his troope uppon acc[oun]tt	349	6	
2026	close table			332309	15	11
2027	pb		52v			
2028	table (single row)		Som[m]eth [th]e paym[entes] on the other side	332309	15	11
2029	head		24 [January 1642/3]			
2030	open table	43	p[ai]d Capt[ain] Fra[ncis] Tomson for a whole mo[nths] pay for his troop uppon accompt	349	6	-
2031	tr	5	p[ai]d Thomas shemond[es] surgeon to the g[e]n[era]ll[es] owne Regi[men]t as well for soe much advanced for furnishing his chest 15l & alsoe for furnishing himself & 2 mates w[i]th horses [^12^]	27	-	
2032	tr	7	p[ai]d Timothy langly surgeon for his Cost and charges expended about the embalming the bodie of Coll[onel] charles Essex	36	-	-
2033	tr	75	p[ai]d S[i]r Jo[hn] Meldrom for a mo[nths] pay for himself as Collonel of a brigade & coll[onel] of a reg[imen]t & Capt[ain] of a compa[ny] & for maintenance of 2 wagons & 1/2 he having formerlie rec[eive]d the some of 59.10	75	16	-
